# Zilocar analysis of NHTSA ODI complaints (FLAT_CMPL.txt, Last-Modified 2026-09-09 10:22 UTC, retrieved 2026-09-10).
# Universe: PROD_TYPE='V', model years 2015-2022, deduplicated on ODINO = 325,275 distinct complaints across 2,228 make/model labels.
# severe = CRASH='Y' OR INJURED>0 OR DEATHS>0, all self-reported and unverified.
# REVERSAL COLUMN: airbag-cited complaints are 4.9% of all complaints but 30.4% of severe ones, because an airbag complaint is near-definitionally crash-linked.
# severe_share_ex_airbag_pct removes every complaint citing AIR BAGS. Under it the Toyota Corolla falls from 1st (18.2%) to 5th (8.5%) and the Tesla Model X leads at 13.0%.
# Labels are exactly as NHTSA spells them, unmerged. Counts are distinct complaints, not vehicles or owners. No sales denominator exists in this file.
make,model,model_years,complaints,severe,severe_share_pct,crash_reports,injury_reports,death_reports,severe_citing_airbags,airbag_pct_of_severe,complaints_ex_airbag,severe_ex_airbag,severe_share_ex_airbag_pct
FOREST RIVER,STEALTH,2017-2021,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,STEALTH EVO,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,SUNSEEKER,2016-2022,17,0,0.0,0,0,0,0,,17,0,0.0
FOREST RIVER,SUNSHINE,2020-2022,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,SURVEYOR,2015-2021,17,0,0.0,0,0,0,0,,17,0,0.0
FOREST RIVER,V-TREC,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,VIBE,2015-2021,20,0,0.0,0,0,0,0,,20,0,0.0
FOREST RIVER,WILDCAT,2015-2018,9,0,0.0,0,0,0,0,,9,0,0.0
FOREST RIVER,WILDCAT MAXX,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,WOLF PACK,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,WORK AND PLAY,2015-2021,3,0,0.0,0,0,0,0,,3,0,0.0
FOREST RIVER,XLR,2015-2022,7,0,0.0,0,0,0,0,,7,0,0.0
FORETRAVEL,REALM,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
FOUR WHEEL,HAWK,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
FRANKLIN,RUSHMORE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
FRAZER,RAM 5500 CHASSIS,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
FREEDOM TRAILERS,FREEDOM TRAILERS,2019-2019,4,0,0.0,0,0,0,0,,4,0,0.0
FREIGHTLINER,108SD,2017-2020,2,0,0.0,0,0,0,0,,2,0,0.0
FREIGHTLINER,114SD,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
FREIGHTLINER,122SD,2018-2021,2,0,0.0,0,0,0,0,,2,0,0.0
FREIGHTLINER,CONVENTIONAL,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FREIGHTLINER,CORONADO,2015-2017,2,0,0.0,0,0,0,0,,2,0,0.0
FREIGHTLINER,M2 BUSINESS CLASS,2018-2019,13,0,0.0,0,0,0,0,,13,0,0.0
FREIGHTLINER,MT55,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FREIGHTLINER,SPRINTER 4500,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
FREIGHTLINER,X-LINE,2016-2016,5,0,0.0,0,0,0,0,,5,0,0.0
FREIGHTLINER,XC-M,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FREIGHTLINER,XC-R,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FRONTIER,AMBASSADOR,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
GEM,E2,2016-2017,4,0,0.0,0,0,0,0,,4,0,0.0
GEM,E4,2015-2016,2,0,0.0,0,0,0,0,,2,0,0.0
GENESIS SUPREME,FIFTH WHEEL,2020-2022,2,0,0.0,0,0,0,0,,2,0,0.0
GENESIS SUPREME,GENESIS SUPREME,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
GENESIS SUPREME,VORTEX,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
GENUINE SCOOTER,BRIO,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
GENUINE SCOOTER,NIU MQIGT EVO,2022-2022,3,0,0.0,0,0,0,0,,3,0,0.0
GENUINE SCOOTER,URBANO 50I,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
GILLIG,LOW FLOOR,2016-2019,2,0,0.0,0,0,0,0,,2,0,0.0
GMC,G3500,2017-2018,2,0,0.0,0,0,0,0,,2,0,0.0
GMC,HUMMER EV PICKUP,2022-2022,6,0,0.0,0,0,0,0,,5,0,0.0
GMC,SAVANA 1500,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
GMC,SAVANA 2500,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
GMC,SAVANA 3500,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
GMC,SAVANA CUTAWAY VAN,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
GMC,TERRAIN NA,2022-2022,28,0,0.0,0,0,0,0,,28,0,0.0
GRAND DESIGN,IMAGINE,2016-2022,57,0,0.0,0,0,0,0,,57,0,0.0
GRAND DESIGN,MOMENTUM 385TH,2015-2015,3,0,0.0,0,0,0,0,,3,0,0.0
GRAND DESIGN,SOLITUDE,2015-2022,108,0,0.0,0,0,0,0,,108,0,0.0
GRAND DESIGN,TRANSCEND,2020-2022,9,0,0.0,0,0,0,0,,9,0,0.0
GREAT DANE,DRY FREIGHT VAN,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
GRECH,STRADA,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
GREENPOWER,EV STAR BUS,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
GREENPOWER,SCHOOL BUS,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
GULF STREAM,BT CRUISER,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
GULF STREAM,CONQUEST,2016-2019,2,0,0.0,0,0,0,0,,2,0,0.0
GULF STREAM,CRUISER VN23BHS,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
GULF STREAM,INNSBRUCK,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
GULF STREAM,VINTAGE CRUISER,2018-2022,3,0,0.0,0,0,0,0,,3,0,0.0
GULF STREAM,VISTA CRUISER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
H&H,ALUMINUM TANDEM AXLE,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FLD,2015-2016,5,0,0.0,0,0,0,0,,5,0,0.0
HARLEY-DAVIDSON,FLFBS,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
HARLEY-DAVIDSON,FLFBS ANV,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FLHC,2018-2021,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,FLHCS,2018-2022,10,0,0.0,0,0,0,0,,10,0,0.0
HARLEY-DAVIDSON,FLHCS ANV,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FLHP,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
HARLEY-DAVIDSON,FLHR / ROAD KING,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FLHRXS,2017-2018,3,0,0.0,0,0,0,0,,3,0,0.0
HARLEY-DAVIDSON,FLHT,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
HARLEY-DAVIDSON,FLHTCU,2015-2019,14,0,0.0,0,0,0,0,,14,0,0.0
HARLEY-DAVIDSON,FLHTCUL,2015-2015,3,0,0.0,0,0,0,0,,3,0,0.0
HARLEY-DAVIDSON,FLHTKL,2015-2018,10,0,0.0,0,0,0,0,,10,0,0.0
HARLEY-DAVIDSON,FLHTP,2015-2018,3,0,0.0,0,0,0,0,,3,0,0.0
HARLEY-DAVIDSON,FLS SOFTAIL,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FLSB,2019-2021,2,0,0.0,0,0,0,0,,2,0,0.0
HARLEY-DAVIDSON,FLSTC,2015-2016,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,FLSTFB,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FLSTFBS,2016-2017,2,0,0.0,0,0,0,0,,2,0,0.0
HARLEY-DAVIDSON,FLTRK,2020-2022,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,FLTRKSE,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FLTRU,2016-2019,12,0,0.0,0,0,0,0,,12,0,0.0
HARLEY-DAVIDSON,FLTRUSE,2015-2016,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,FLTRXSE,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FXBB,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FXBBS,2021-2022,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,FXDB,2015-2016,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,FXDF,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FXDL,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FXDRS,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FXFB,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,FXLR,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
HARLEY-DAVIDSON,FXLRST,2022-2022,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,FXSE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,NIGHTSTER (RH1250),2022-2022,3,0,0.0,0,0,0,0,,3,0,0.0
HARLEY-DAVIDSON,RA1250,2021-2022,20,0,0.0,0,0,0,0,,20,0,0.0
HARLEY-DAVIDSON,RA1250S,2021-2022,18,0,0.0,0,0,0,0,,18,0,0.0
HARLEY-DAVIDSON,RH1250S,2021-2022,7,0,0.0,0,0,0,0,,7,0,0.0
HARLEY-DAVIDSON,TOURING,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,TRIKE,2017-2018,7,0,0.0,0,0,0,0,,7,0,0.0
HARLEY-DAVIDSON,VRSCDX,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
HARLEY-DAVIDSON,VRSCF,2015-2016,5,0,0.0,0,0,0,0,,5,0,0.0
HARLEY-DAVIDSON,XL1200NS,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HARLEY-DAVIDSON,XL1200T,2015-2016,4,0,0.0,0,0,0,0,,4,0,0.0
HARLEY-DAVIDSON,XL1200X,2015-2016,2,0,0.0,0,0,0,0,,2,0,0.0
HAUL MASTER,TRAILER,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
HAUL MASTER,UTILITY TRAILER,2015-2017,7,0,0.0,0,0,0,0,,7,0,0.0
HAULMARK,EDGE GOOSENECK,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HAULMARK,EDGE PRO,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HAULMARK,HAULMARK TRAILER,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HEARTLAND,BIG COUNTRY,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
HEARTLAND,BIG HORN,2015-2016,6,0,0.0,0,0,0,0,,6,0,0.0
HEARTLAND,BIGHORN,2015-2021,5,0,0.0,0,0,0,0,,5,0,0.0
HEARTLAND,CYCLONE,2015-2021,14,0,0.0,0,0,0,0,,14,0,0.0
HEARTLAND,ELKRIDGE,2015-2018,4,0,0.0,0,0,0,0,,4,0,0.0
HEARTLAND,FUEL,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HEARTLAND,GATEWAY,2015-2016,5,0,0.0,0,0,0,0,,5,0,0.0
HEARTLAND,LANDMARK 365,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HEARTLAND,NORTH TRAIL,2016-2022,2,0,0.0,0,0,0,0,,2,0,0.0
HEARTLAND,PIONEER,2016-2022,7,0,0.0,0,0,0,0,,7,0,0.0
HEARTLAND,ROAD WARRIOR,2015-2022,7,0,0.0,0,0,0,0,,7,0,0.0
HEARTLAND,SUNDANCE,2015-2022,5,0,0.0,0,0,0,0,,5,0,0.0
HEARTLAND,SUNDANCE XLT TT,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HEARTLAND,TORQUE,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HEARTLAND,TRAIL RUNNER,2019-2022,7,0,0.0,0,0,0,0,,7,0,0.0
HEARTLAND,WILDERNESS,2016-2019,4,0,0.0,0,0,0,0,,4,0,0.0
HIGHLAND RIDGE FW,3X,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HIGHLAND RIDGE FW,HIGHLANDER,2018-2020,4,0,0.0,0,0,0,0,,4,0,0.0
HIGHLAND RIDGE FW,LIGHT,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HIGHLAND RIDGE FW,MESA RIDGE,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
HIGHLAND RIDGE FW,MESA RIDGE XLT,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HIGHLAND RIDGE FW,OPEN RANGE,2016-2019,7,0,0.0,0,0,0,0,,7,0,0.0
HIGHLAND RIDGE FW,OPEN RANGE 3X,2015-2018,2,0,0.0,0,0,0,0,,2,0,0.0
HIGHLAND RIDGE FW,OPEN RANGE ROAMER,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
HIGHLAND RIDGE TT,MESA RIDGE,2017-2022,3,0,0.0,0,0,0,0,,3,0,0.0
HIGHLAND RIDGE TT,OPEN RANGE,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HIGHLAND RIDGE TT,OPEN RANGE LIGHT,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
HIGHLAND RIDGE TT,ULTRA LITE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HINO,195,2020-2020,3,0,0.0,0,0,0,0,,3,0,0.0
HINO,258,2018-2018,1,0,0.0,0,0,0,0,,0,0,
HINO,268,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HINO,338,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HINO,CONVENTIONAL MODELS,2016-2019,2,0,0.0,0,0,0,0,,2,0,0.0
HISUN,STRIKE 250,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY HOUSE,18RB,2019-2021,4,0,0.0,0,0,0,0,,4,0,0.0
HOLIDAY HOUSE,24TB,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY HOUSE,RECREATIONAL TRAILER,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,ADMIRAL,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,ADMIRAL XE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,ALUMASCAPE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,AMBASSADOR,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,ARMADA,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,ENDEAVOR XE,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,INVICTA,2020-2021,5,0,0.0,0,0,0,0,,5,0,0.0
HOLIDAY RAMBLER,NAUTICA,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,NAVIGATOR XE,2016-2017,2,0,0.0,0,0,0,0,,2,0,0.0
HOLIDAY RAMBLER,VACATIONER,2015-2021,9,0,0.0,0,0,0,0,,9,0,0.0
HOLIDAY RAMBLER,VACATIONER XE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HOLIDAY RAMBLER,VESTA,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HOLMES ENTERPRISES,CAR HAULER,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HOMESTEADER,HOMESTEADER,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,ACCORD FHEV,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,CB300,2017-2021,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,CB300R,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
HONDA,CB500,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,CB500X,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,CBF300,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,CBR600RR,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
HONDA,CIVIC HATCHBACK,2017-2022,17,0,0.0,0,0,0,0,,15,0,0.0
HONDA,CIVIC HYBRID,2015-2015,5,0,0.0,0,0,0,0,,5,0,0.0
HONDA,CLARITY FUEL CELL,2017-2018,5,0,0.0,0,0,0,0,,5,0,0.0
HONDA,CMX1100,2021-2022,5,0,0.0,0,0,0,0,,5,0,0.0
HONDA,CMX500,2017-2022,4,0,0.0,0,0,0,0,,4,0,0.0
HONDA,CRF1000,2018-2019,17,0,0.0,0,0,0,0,,17,0,0.0
HONDA,CRF1000LD,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,CRF1100 AFRICA TWIN,2020-2021,5,0,0.0,0,0,0,0,,5,0,0.0
HONDA,CRF1100A,2020-2020,9,0,0.0,0,0,0,0,,9,0,0.0
HONDA,CRF300L,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,CRF450,2021-2022,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,CRF450L,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,CRF50,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,CT125,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,GL1800A,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,GROM125,2015-2022,5,0,0.0,0,0,0,0,,5,0,0.0
HONDA,NC700JD,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,NC700X,2015-2016,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,NC750X,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,NPS50,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,REBEL 1100,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,SXS700,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HONDA,TRAIL 125,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,VFR1200X,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,VT750C,2015-2016,2,0,0.0,0,0,0,0,,2,0,0.0
HONDA,Z125M,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HORTON,TYPE I,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HUDSON TRAILER,HUDSON TRAILER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HULL PORTER,TRAILER,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HUSQVARNA,701 ENDURO LR,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HUSQVARNA,701 SUPERMOTO,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
HUSQVARNA,FE 501 S,2017-2018,2,0,0.0,0,0,0,0,,2,0,0.0
HUSQVARNA,SVARTPILEN 401,2021-2022,3,0,0.0,0,0,0,0,,3,0,0.0
HUSQVARNA,SVARTPILEN 701,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
HUSQVARNA,VITPILEN 401,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
HUSQVARNA,VITPILEN 701,2018-2020,12,0,0.0,0,0,0,0,,12,0,0.0
HYMER,CARADO BANFF,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
HYOSUNG,GV650,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
HYUNDAI,ELANTRA N,2022-2022,16,0,0.0,0,0,0,0,,16,0,0.0
HYUNDAI,IONIQ,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
HYUNDAI,KONA N,2022-2022,7,0,0.0,0,0,0,0,,7,0,0.0
HYUNDAI,NEXO,2019-2022,16,0,0.0,0,0,0,0,,16,0,0.0
HYUNDAI,SONATA PLUG-IN HYBRID,2016-2019,63,0,0.0,0,0,0,0,,63,0,0.0
HYUNDAI,TUCSON PLUG-IN HYBRID,2022-2022,7,0,0.0,0,0,0,0,,7,0,0.0
HYUNDAI TRANSLEAD,CHASSIS,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
HYUNDAI TRANSLEAD,DRY VAN TRAILER,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
IC,3000,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
IC BUS,BE,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
IC BUS,CE SBUS,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
IC BUS,CESB,2016-2022,10,0,0.0,0,0,0,0,,10,0,0.0
IC BUS,PB105,2019-2019,2,0,0.0,0,0,0,0,,2,0,0.0
ICEBEAR,CHAMPION,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
ICON EV,I40,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
INDIAN,CHALLENGER,2020-2022,3,0,0.0,0,0,0,0,,3,0,0.0
INDIAN,CHALLENGER LIMITED,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
INDIAN,CHIEF,2015-2022,5,0,0.0,0,0,0,0,,5,0,0.0
INDIAN,CHIEF ROADMASTER,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
INDIAN,CHIEFTAIN CLASSIC,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
INDIAN,CHIEFTAIN DARK HORSE,2018-2020,7,0,0.0,0,0,0,0,,7,0,0.0
INDIAN,CHIEFTAIN LIMITED,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
INDIAN,CHIEFTAN,2017-2019,2,0,0.0,0,0,0,0,,2,0,0.0
INDIAN,FTR 1200 S,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
INDIAN,FTR1200,2022-2022,3,0,0.0,0,0,0,0,,3,0,0.0
INDIAN,PURSUIT,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
INDIAN,ROADMASTER ELITE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
INDIAN,SCOUT BOBBER SIXTY,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
INDIAN,SPRINGFIELD DARK HORSE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
INDIAN,SUPER CHIEF,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
INFINITI,G37,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
INFINITI,Q70 HYBRID,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
INFINITI,Q70L,2015-2019,8,0,0.0,0,0,0,0,,5,0,0.0
INFINITI,QX55,2022-2022,8,0,0.0,0,0,0,0,,8,0,0.0
INFINITI,QX60 HYBRID,2015-2015,3,0,0.0,0,0,0,0,,3,0,0.0
INFINITI,REDUNDANT QX55,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
INTECH,CUSTOM TRAILER,2018-2021,5,0,0.0,0,0,0,0,,5,0,0.0
INTERNATIONAL,4000 SERIES 4300,2017-2018,2,0,0.0,0,0,0,0,,2,0,0.0
INTERNATIONAL,CE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
INTERNATIONAL,CV,2019-2022,4,0,0.0,0,0,0,0,,4,0,0.0
INTERNATIONAL,HV,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
INTERNATIONAL,LONESTAR,2016-2020,4,0,0.0,0,0,0,0,,4,0,0.0
INTERNATIONAL,PROSTAR,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
INTERNATIONAL,TERRASTAR,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
INTERSTATE,TRAILER,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
INTERSTATE,VICTORY TRAILER,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
ISUZU,FTR,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
ISUZU,N-SERIES,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
ISUZU,NPR HD,2015-2016,5,0,0.0,0,0,0,0,,5,0,0.0
ISUZU,NPR XD,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
ITASCA,NAVION,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
ITASCA,SOLEI,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
ITASCA,SPIRIT,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
ITASCA,SUNOVA,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
ITASCA,SUNSTAR,2015-2019,3,0,0.0,0,0,0,0,,3,0,0.0
JAGUAR,XK,2015-2015,2,0,0.0,0,0,0,0,,1,0,0.0
JAYCO,ALANTE,2017-2022,17,0,0.0,0,0,0,0,,17,0,0.0
JAYCO,ALANTE CLASS A 31L,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
JAYCO,ALL TRAVEL TRAILERS,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
JAYCO,EMBARK,2017-2020,2,0,0.0,0,0,0,0,,2,0,0.0
JAYCO,MELBOURNE,2019-2021,3,0,0.0,0,0,0,0,,3,0,0.0
JAYCO,MELBOURNE CLASS C,2015-2017,2,0,0.0,0,0,0,0,,1,0,0.0
JAYCO,MELBOURNE PRESTIGE,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
JAYCO,REDHAWK,2015-2021,11,0,0.0,0,0,0,0,,10,0,0.0
JAYCO,REDHAWK SE,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
JAYCO,SENECA,2017-2022,10,0,0.0,0,0,0,0,,8,0,0.0
JAYCO,SENECA PRESTIGE,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
JAYCO FIFTH WHEEL,EAGLE HT,2019-2021,5,0,0.0,0,0,0,0,,5,0,0.0
JAYCO FIFTH WHEEL,EAGLE PREMIER,2015-2015,4,0,0.0,0,0,0,0,,4,0,0.0
JAYCO FIFTH WHEEL,NORTH POINT,2017-2022,23,0,0.0,0,0,0,0,,23,0,0.0
JAYCO FIFTH WHEEL,SEISMIC,2015-2018,7,0,0.0,0,0,0,0,,7,0,0.0
JAYCO FIFTH WHEEL,SEISMIC WAVE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
JAYCO FIFTH WHEEL,TALON,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
JAYCO TRAVEL TRAILER,EAGLE,2017-2018,14,0,0.0,0,0,0,0,,14,0,0.0
JAYCO TRAVEL TRAILER,JAY FLIGHT,2015-2022,57,0,0.0,0,0,0,0,,57,0,0.0
