make,model,my_window,total_complaints,severe_complaints,crash_reports,injury_reports,death_reports,severe_share_pct
VENTURE,VBT4700,2015-2022,1,0,0,0,0,0.0
WESTERN STAR,4900,2015-2022,3,0,0,0,0,0.0
PETERBILT,388,2015-2022,3,0,0,0,0,0.0
VICTORY,HIGH BALL,2015-2022,1,0,0,0,0,0.0
BLUE BIRD,ALL AMERICAN,2015-2022,6,0,0,0,0,0.0
CHEVROLET,SILVERADO HD,2015-2022,9,0,0,0,0,0.0
BMW,K1300 S,2015-2022,2,0,0,0,0,0.0
WINNEBAGO,BRAVE,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,LEGACY,2015-2022,2,0,0,0,0,0.0
THOR MOTOR COACH,AXIS,2015-2022,19,0,0,0,0,0.0
BMW,S1000 R,2015-2022,4,0,0,0,0,0.0
DUMP TRAILER,7X14X48,2015-2022,1,0,0,0,0,0.0
FIAT,500L,2015-2022,26,0,0,0,0,0.0
HEARTLAND,GATEWAY,2015-2022,5,0,0,0,0,0.0
NORTHWOOD,ARCTIC FOX,2015-2022,5,0,0,0,0,0.0
CROSSROADS,ZINGER Z-1,2015-2022,1,0,0,0,0,0.0
HOLIDAY RAMBLER,ALUMASCAPE,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,SOLERA,2015-2022,5,0,0,0,0,0.0
BMW,R 1200 RT,2015-2022,3,0,0,0,0,0.0
YAMAHA,YZFR1M,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,LIMITED EDITION,2015-2022,5,0,0,0,0,0.0
ALUMA,AE716TA,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,CARDINAL,2015-2022,23,0,0,0,0,0.0
JAYCO,REDHAWK,2015-2022,11,0,0,0,0,0.0
KEYSTONE,RAPTOR,2015-2022,10,0,0,0,0,0.0
EZ LOADER,ADJUSTABLE ALUM TRAILER,2015-2022,3,0,0,0,0,0.0
HONDA,NC700X,2015-2022,2,0,0,0,0,0.0
HEARTLAND,CYCLONE,2015-2022,14,0,0,0,0,0.0
HIGHLAND RIDGE FW,OPEN RANGE 3X,2015-2022,2,0,0,0,0,0.0
HEARTLAND,SUNDANCE,2015-2022,5,0,0,0,0,0.0
MERCEDES-BENZ,CLS400,2015-2022,8,0,0,0,0,0.0
MERCEDES BENZ,SPRINTER 3500,2015-2022,16,0,0,0,0,0.0
BMW,S1000 RR,2015-2022,9,0,0,0,0,0.0
HEARTLAND,BIG HORN,2015-2022,6,0,0,0,0,0.0
GRAND DESIGN,MOMENTUM 385TH,2015-2022,3,0,0,0,0,0.0
MASTERCRAFT,BOAT TRAILER,2015-2022,1,0,0,0,0,0.0
ITASCA,SOLEI,2015-2022,1,0,0,0,0,0.0
TRIUMPH,ROCKET III X,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,SURVEYOR,2015-2022,17,0,0,0,0,0.0
VICTORY,GUNNER,2015-2022,1,0,0,0,0,0.0
NISSAN,XTERRA,2015-2022,10,0,0,0,0,0.0
YAMAHA,FZ-09,2015-2022,13,0,0,0,0,0.0
APRILIA,CAPONORD 1200,2015-2022,1,0,0,0,0,0.0
EVERGREEN,AMPED,2015-2022,2,0,0,0,0,0.0
KTM,390 DUKE,2015-2022,7,0,0,0,0,0.0
MERCEDES BENZ,B-CLASS ELECTRIC,2015-2022,30,0,0,0,0,0.0
STARCRAFT RV TT,AR-ONE,2015-2022,2,0,0,0,0,0.0
HARLEY-DAVIDSON,FLS SOFTAIL,2015-2022,1,0,0,0,0,0.0
TRAILS WEST,CLASSIC II,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,VRSCDX,2015-2022,3,0,0,0,0,0.0
THOR MOTOR COACH,MIRAMAR,2015-2022,23,0,0,0,0,0.0
NEWMAR,DUTCH STAR,2015-2022,66,0,0,0,0,0.0
FOREST RIVER,PALOMINO,2015-2022,14,0,0,0,0,0.0
THOR MOTOR COACH,WINDSPORT,2015-2022,35,0,0,0,0,0.0
FOREST RIVER,SALEM,2015-2022,61,0,0,0,0,0.0
FOREST RIVER,FORESTER,2015-2022,21,0,0,0,0,0.0
JAYCO FIFTH WHEEL,EAGLE PREMIER,2015-2022,4,0,0,0,0,0.0
FOREST RIVER,CHARLESTON,2015-2022,1,0,0,0,0,0.0
DUCATI,MULTISTRADA,2015-2022,24,0,0,0,0,0.0
KEYSTONE,COUGAR,2015-2022,36,0,0,0,0,0.0
WINNEBAGO,ITASCA,2015-2022,6,0,0,0,0,0.0
FORD,STRIPPED CHASSIS,2015-2022,3,0,0,0,0,0.0
TRIUMPH,BONNEVILLE T100 BLACK A3,2015-2022,3,0,0,0,0,0.0
KAWASAKI,VERSYS 650,2015-2022,3,0,0,0,0,0.0
BMW,320XI,2015-2022,2,0,0,0,0,0.0
CROSSROADS,REDWOOD,2015-2022,6,0,0,0,0,0.0
FOREST RIVER,DYNAMAX,2015-2022,5,0,0,0,0,0.0
GMC,SAVANA 1500,2015-2022,2,0,0,0,0,0.0
COACHMEN,FREELANDER,2015-2022,5,0,0,0,0,0.0
INFINITI,Q70 HYBRID,2015-2022,1,0,0,0,0,0.0
LARK,CARGO TRAILER VT508SA,2015-2022,1,0,0,0,0,0.0
DUCATI,SCRAMBLER,2015-2022,20,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHTKL,2015-2022,10,0,0,0,0,0.0
AIRSTREAM,INTERSTATE,2015-2022,6,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHP,2015-2022,2,0,0,0,0,0.0
DRV,TOY HAULER,2015-2022,1,0,0,0,0,0.0
HYOSUNG,GV650,2015-2022,1,0,0,0,0,0.0
PACIFIC COACHWORKS,TANGO,2015-2022,4,0,0,0,0,0.0
KTM,1190 ADVENTURE,2015-2022,7,0,0,0,0,0.0
TRAILSTAR,NITRO Z7,2015-2022,1,0,0,0,0,0.0
SMART,FORTWO COUPE,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,GLK250,2015-2022,19,0,0,0,0,0.0
FOREST RIVER,XLR,2015-2022,7,0,0,0,0,0.0
MERCEDES-BENZ,C400,2015-2022,10,0,0,0,0,0.0
BMW,R1200 R,2015-2022,1,0,0,0,0,0.0
TUSCANY,40DX,2015-2022,1,0,0,0,0,0.0
CARRY-ON,5X10SSG,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLD,2015-2022,5,0,0,0,0,0.0
COACHMEN,BROOKSTONE,2015-2022,1,0,0,0,0,0.0
C&B QUALITY TRAILER WORKS,HORSE TRAILER,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,BLUE RIDGE,2015-2022,8,0,0,0,0,0.0
TIFFIN,ALLEGRO,2015-2022,23,0,0,0,0,0.0
GRAND DESIGN,SOLITUDE,2015-2022,108,0,0,0,0,0.0
STARCRAFT RV TT,LAUNCH ULTRA LITE,2015-2022,1,0,0,0,0,0.0
POLARIS,RANGER 570,2015-2022,1,0,0,0,0,0.0
CARGO EXPRESS,CARGO TRAILER,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,CHATEAU CITATION,2015-2022,2,0,0,0,0,0.0
STARCRAFT RV FW,SOLSTICE,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHTCUL,2015-2022,3,0,0,0,0,0.0
LOAD TRAIL,FLAT TRAILER 40FT,2015-2022,1,0,0,0,0,0.0
YAMAHA,YZFR1,2015-2022,4,0,0,0,0,0.0
HOLIDAY RAMBLER,AMBASSADOR,2015-2022,1,0,0,0,0,0.0
FORD,F-650 SD,2015-2022,9,0,0,0,0,0.0
YAMAHA,YZFR1MF,2015-2022,1,0,0,0,0,0.0
MERCEDES BENZ,GLC,2015-2022,5,0,0,0,0,0.0
HAULMARK,EDGE PRO,2015-2022,1,0,0,0,0,0.0
HEARTLAND,BIGHORN,2015-2022,5,0,0,0,0,0.0
LEXUS,RC F,2015-2022,12,0,0,0,0,0.0
EVERGREEN,I-GO,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG S63 4MATIC,2015-2022,2,0,0,0,0,0.0
FORD,REDUNDANT C-MAX HYBRID,2015-2022,17,0,0,0,0,0.0
ITASCA,NAVION,2015-2022,3,0,0,0,0,0.0
HARLEY-DAVIDSON,FLTRUSE,2015-2022,4,0,0,0,0,0.0
AIRSTREAM,FLYING CLOUD,2015-2022,6,0,0,0,0,0.0
BLUECAR,SAS,2015-2022,1,0,0,0,0,0.0
BENTLEY,CONTINENTAL FLYING SPUR,2015-2022,1,0,0,0,0,0.0
NEWMAR,BAY STAR,2015-2022,23,0,0,0,0,0.0
HARLEY-DAVIDSON,XL1200X,2015-2022,2,0,0,0,0,0.0
C&M,CAR HAULER,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,WILDCAT,2015-2022,9,0,0,0,0,0.0
NEWMAR,CANYON STAR,2015-2022,5,0,0,0,0,0.0
HONDA,CIVIC HYBRID,2015-2022,5,0,0,0,0,0.0
MOTO GUZZI,V7,2015-2022,1,0,0,0,0,0.0
IC,3000,2015-2022,1,0,0,0,0,0.0
GEM,E4,2015-2022,2,0,0,0,0,0.0
HOLIDAY RAMBLER,VACATIONER,2015-2022,9,0,0,0,0,0.0
EVERGREEN,BAY HILL,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,31BE,2015-2022,2,0,0,0,0,0.0
AVION,AZURE,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLSTC,2015-2022,4,0,0,0,0,0.0
HARLEY-DAVIDSON,FLTRU,2015-2022,12,0,0,0,0,0.0
FORD,F-59,2015-2022,13,0,0,0,0,0.0
SUZUKI,AN650,2015-2022,2,0,0,0,0,0.0
BMW,C650 GT MAXI-SCOOTER,2015-2022,10,0,0,0,0,0.0
NEWMAR,LONDON AIRE,2015-2022,17,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHTCU,2015-2022,14,0,0,0,0,0.0
ALLEGRO,450P,2015-2022,1,0,0,0,0,0.0
BMW,M235I,2015-2022,14,0,0,0,0,0.0
HEARTLAND,ROAD WARRIOR,2015-2022,7,0,0,0,0,0.0
SUZUKI,GSX-S750,2015-2022,2,0,0,0,0,0.0
EVERGREEN,EVER-LITE,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,SUNSEEKER,2015-2022,17,0,0,0,0,0.0
EVERGREEN,TESLA,2015-2022,2,0,0,0,0,0.0
ALFA,ROMEO 4C,2015-2022,2,0,0,0,0,0.0
KEYSTONE,BULLET,2015-2022,16,0,0,0,0,0.0
FOREST RIVER,WORK AND PLAY,2015-2022,3,0,0,0,0,0.0
CHANGZHOU NANXIASHU,62647,2015-2022,2,0,0,0,0,0.0
JAYCO FIFTH WHEEL,SEISMIC,2015-2022,7,0,0,0,0,0.0
MERCEDES-BENZ,E550,2015-2022,5,0,0,0,0,0.0
MERCEDES-BENZ,G63,2015-2022,7,0,0,0,0,0.0
KEYSTONE,OUTBACK,2015-2022,11,0,0,0,0,0.0
CHEVROLET,EXPRESS 4500,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,C450,2015-2022,19,0,0,0,0,0.0
HYUNDAI,SONATA PLUG-IN HYBRID,2015-2022,63,0,0,0,0,0.0
BMW,740LI,2015-2022,6,0,0,0,0,0.0
JAYCO TRAVEL TRAILER,JAY FLIGHT,2015-2022,57,0,0,0,0,0.0
PACIFIC COACHWORKS,ECON 16RB,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,SIERRA,2015-2022,11,0,0,0,0,0.0
CARGO MATE,ELIMINATOR,2015-2022,1,0,0,0,0,0.0
BMW,I8,2015-2022,9,0,0,0,0,0.0
EVERGREEN,SKYLINE,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,FREELANDER,2015-2022,2,0,0,0,0,0.0
CROSSROADS,CRUISER,2015-2022,2,0,0,0,0,0.0
KTM,1290 SUPER ADVENTURE,2015-2022,3,0,0,0,0,0.0
BMW,G 650 GS,2015-2022,2,0,0,0,0,0.0
POLARIS,SPORTSMAN 850XP,2015-2022,1,0,0,0,0,0.0
HONDA,NPS50,2015-2022,1,0,0,0,0,0.0
KEYSTONE,MONTANA HIGH COUNTRY,2015-2022,11,0,0,0,0,0.0
BMW,750LI,2015-2022,5,0,0,0,0,0.0
PRIME TIME,SPARTAN,2015-2022,3,0,0,0,0,0.0
SHASTA,PHOENIX,2015-2022,1,0,0,0,0,0.0
KTM,690 ENDURO R,2015-2022,12,0,0,0,0,0.0
KEYSTONE,LAREDO,2015-2022,4,0,0,0,0,0.0
TAOTAO,CY50-A,2015-2022,1,0,0,0,0,0.0
BMW,R NINE T,2015-2022,2,0,0,0,0,0.0
MOBILITY WORKS,FORD E-350,2015-2022,3,0,0,0,0,0.0
HARLEY-DAVIDSON,FLSTFBS,2015-2022,2,0,0,0,0,0.0
KZRV,SPORTSMEN,2015-2022,8,0,0,0,0,0.0
THOR MOTOR COACH,CITATION,2015-2022,2,0,0,0,0,0.0
ECLIPSE,ATTITUDE,2015-2022,7,0,0,0,0,0.0
THOR MOTOR,MIRAMAR,2015-2022,7,0,0,0,0,0.0
FOREST RIVER,SANDSTORM,2015-2022,7,0,0,0,0,0.0
JAYCO TRAVEL TRAILER,OCTANE SUPER LITE,2015-2022,2,0,0,0,0,0.0
OPEN RANGE,3X,2015-2022,1,0,0,0,0,0.0
FREIGHTLINER,X-LINE,2015-2022,5,0,0,0,0,0.0
FLEETWOOD,EXCURSION,2015-2022,2,0,0,0,0,0.0
HEARTLAND,WILDERNESS,2015-2022,4,0,0,0,0,0.0
HEARTLAND,ELKRIDGE,2015-2022,4,0,0,0,0,0.0
SHORELAND'R,YAV50TCBLW,2015-2022,2,0,0,0,0,0.0
PRIME TIME,CRUSADER,2015-2022,8,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHTP,2015-2022,3,0,0,0,0,0.0
THOR MOTOR,OUTLAW,2015-2022,6,0,0,0,0,0.0
PETERBILT,337,2015-2022,2,0,0,0,0,0.0
BMW,435XI,2015-2022,2,0,0,0,0,0.0
WINNEBAGO,FORZA,2015-2022,40,0,0,0,0,0.0
HISUN,STRIKE 250,2015-2022,1,0,0,0,0,0.0
BOOM,BD125-15,2015-2022,2,0,0,0,0,0.0
YAMAHA,XT250,2015-2022,2,0,0,0,0,0.0
WINNEBAGO,VIA,2015-2022,1,0,0,0,0,0.0
FCA,ALL MODELS,2015-2022,2,0,0,0,0,0.0
KAWASAKI,NINJA 300,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,WINNIE DROP,2015-2022,1,0,0,0,0,0.0
FRANKLIN,RUSHMORE,2015-2022,1,0,0,0,0,0.0
INFINITI,QX60 HYBRID,2015-2022,3,0,0,0,0,0.0
CRUISER RV,STRYKER TOY,2015-2022,2,0,0,0,0,0.0
HARLEY-DAVIDSON,FLSTFB,2015-2022,1,0,0,0,0,0.0
BMW,M2,2015-2022,28,0,0,0,0,0.0
BMW,335XI,2015-2022,2,0,0,0,0,0.0
KAUFMAN,MINI CAR HAULER,2015-2022,1,0,0,0,0,0.0
COACHMEN,PRISM,2015-2022,9,0,0,0,0,0.0
NEWMAR,VENTANA LE,2015-2022,1,0,0,0,0,0.0
STARCRAFT RV TT,LAUNCH,2015-2022,3,0,0,0,0,0.0
AUDI,TT ROADSTER,2015-2022,5,0,0,0,0,0.0
FOREST RIVER,WILDCAT MAXX,2015-2022,2,0,0,0,0,0.0
ITASCA,SPIRIT,2015-2022,1,0,0,0,0,0.0
MASSEY,2606H,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,PRIME TIME,2015-2022,4,0,0,0,0,0.0
JAYCO,ALANTE CLASS A 31L,2015-2022,2,0,0,0,0,0.0
LIVIN LITE,TRAIL TRAILER,2015-2022,3,0,0,0,0,0.0
LIVIN LITE,QUICKSILVER 6.0,2015-2022,1,0,0,0,0,0.0
CAN-AM,OUTLANDER,2015-2022,1,0,0,0,0,0.0
DUCATI,XDIAVEL S,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,COACHMEN,2015-2022,10,0,0,0,0,0.0
LOOK,CARGO TRAILER,2015-2022,3,0,0,0,0,0.0
YAMAHA,XSR900,2015-2022,2,0,0,0,0,0.0
STARCRAFT,ALLSTAR,2015-2022,1,0,0,0,0,0.0
COACHMEN,FREEDOM EXPRESS,2015-2022,16,0,0,0,0,0.0
THOR MOTOR COACH,ACE,2015-2022,28,0,0,0,0,0.0
BMW,G650GS,2015-2022,7,0,0,0,0,0.0
KTM,690 DUKE,2015-2022,26,0,0,0,0,0.0
CHEROKEE,GREY WOLF,2015-2022,3,0,0,0,0,0.0
MACK,GU,2015-2022,2,0,0,0,0,0.0
YAMAHA,YZF-R3,2015-2022,3,0,0,0,0,0.0
TRIUMPH,THRUXTON,2015-2022,29,0,0,0,0,0.0
PACE,CARGO TRAILER,2015-2022,1,0,0,0,0,0.0
DUCATI,MONSTER,2015-2022,4,0,0,0,0,0.0
MERCEDES-BENZ,GL550,2015-2022,8,0,0,0,0,0.0
TOYOTA,FR-S,2015-2022,2,0,0,0,0,0.0
THOR MOTOR COACH,CHALLENGER,2015-2022,24,0,0,0,0,0.0
MITSUBISHI,LANCER EVOLUTION,2015-2022,3,0,0,0,0,0.0
SPARTAN,ADVANTAGE,2015-2022,1,0,0,0,0,0.0
DRV,ELITE SUITES ALL,2015-2022,2,0,0,0,0,0.0
VOLVO,XC70,2015-2022,13,0,0,0,0,0.0
BMW,550XI,2015-2022,2,0,0,0,0,0.0
DIAMOND CARGO,CARGO TRAILER,2015-2022,3,0,0,0,0,0.0
TEMSA,TS45,2015-2022,2,0,0,0,0,0.0
FORD,EXPLORER POLICE INTERCEPT,2015-2022,42,0,0,0,0,0.0
DRV,FULL HOUSE,2015-2022,10,0,0,0,0,0.0
PORSCHE,911,2015-2022,36,0,0,0,0,0.0
TRIUMPH,TROPHY SE A1,2015-2022,9,0,0,0,0,0.0
INTERNATIONAL,TERRASTAR,2015-2022,1,0,0,0,0,0.0
GMC,SAVANA 2500,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,C350,2015-2022,7,0,0,0,0,0.0
KYMCO,SUPER 8-150 X,2015-2022,1,0,0,0,0,0.0
JAGUAR,XK,2015-2022,2,0,0,0,0,0.0
HOLIDAY RAMBLER,ADMIRAL XE,2015-2022,1,0,0,0,0,0.0
SYM,RV 200,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,CHEROKEE GREY WOLF,2015-2022,6,0,0,0,0,0.0
FOREST RIVER,SOFTSIDE,2015-2022,1,0,0,0,0,0.0
AUDI,A3 SPORTBACK E-TRON,2015-2022,4,0,0,0,0,0.0
KAWASAKI,CONCOURS 14,2015-2022,7,0,0,0,0,0.0
VOLVO,S60CC,2015-2022,3,0,0,0,0,0.0
MOTUS MOTORCYCLES,MST,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,C350E,2015-2022,11,0,0,0,0,0.0
HONDA,SXS700,2015-2022,1,0,0,0,0,0.0
GEM,E2,2015-2022,4,0,0,0,0,0.0
TOYOTA,SCION,2015-2022,1,0,0,0,0,0.0
VOLVO,XC90H,2015-2022,3,0,0,0,0,0.0
MCLAREN,570 GT,2015-2022,1,0,0,0,0,0.0
BMW,230I,2015-2022,22,0,0,0,0,0.0
HARLEY-DAVIDSON,FXDB,2015-2022,4,0,0,0,0,0.0
KTM,1290 SUPER DUKE GT,2015-2022,3,0,0,0,0,0.0
JAYCO TRAVEL TRAILER,EAGLE,2015-2022,14,0,0,0,0,0.0
LEXUS,IS200T,2015-2022,16,0,0,0,0,0.0
BMW,M5,2015-2022,23,0,0,0,0,0.0
HEARTLAND,PIONEER,2015-2022,7,0,0,0,0,0.0
FOREST RIVER,SHOCKWAVE,2015-2022,4,0,0,0,0,0.0
POLARIS,RANGER XP 570,2015-2022,1,0,0,0,0,0.0
FORD,F-650 ROUSH PROPANE,2015-2022,1,0,0,0,0,0.0
CH TRAILERS,CH TRAILER,2015-2022,2,0,0,0,0,0.0
KEYSTONE,CARBON,2015-2022,8,0,0,0,0,0.0
AUDI,RS 7,2015-2022,12,0,0,0,0,0.0
THOR MOTOR,HURRICANE,2015-2022,11,0,0,0,0,0.0
GILLIG,LOW FLOOR,2015-2022,2,0,0,0,0,0.0
WABASH,TRALERS,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLS550,2015-2022,6,0,0,0,0,0.0
CAN-AM,SPYDER RS,2015-2022,1,0,0,0,0,0.0
YAMAHA,FZ07C,2015-2022,1,0,0,0,0,0.0
PORSCHE,911 CARRERA,2015-2022,2,0,0,0,0,0.0
INTERNATIONAL,4000 SERIES 4300,2015-2022,2,0,0,0,0,0.0
BMW,M240I,2015-2022,10,0,0,0,0,0.0
DRV,ELITE SUITE,2015-2022,3,0,0,0,0,0.0
YAMAHA,FZ-10,2015-2022,1,0,0,0,0,0.0
FORD,FOCUS RS,2015-2022,6,0,0,0,0,0.0
TRANS TECH BUS,STUDENT SAFETY TRANSPORT,2015-2022,1,0,0,0,0,0.0
INTERNATIONAL,LONESTAR,2015-2022,4,0,0,0,0,0.0
THOR MOTOR COACH,TUSCANY,2015-2022,13,0,0,0,0,0.0
TIFFIN,ALLEGRO RED,2015-2022,18,0,0,0,0,0.0
SMART,FORTWO COUPE ELECTRIC,2015-2022,3,0,0,0,0,0.0
CAN-AM,SPYDER F3,2015-2022,33,0,0,0,0,0.0
HONDA,CB500,2015-2022,1,0,0,0,0,0.0
AMERICAN COACH,AMERICAN ALLEGIANCE,2015-2022,2,0,0,0,0,0.0
COACHMEN,LEPRECHAUN,2015-2022,6,0,0,0,0,0.0
YAMAHA,FZ09,2015-2022,2,0,0,0,0,0.0
MCI,D4505,2015-2022,1,0,0,0,0,0.0
STARCRAFT RV TT,AUTUMN RIDGE,2015-2022,7,0,0,0,0,0.0
HOLIDAY RAMBLER,VESTA,2015-2022,1,0,0,0,0,0.0
MERCEDES-MAYBACH,S550,2015-2022,2,0,0,0,0,0.0
AUDI,A5 CABRIOLET,2015-2022,3,0,0,0,0,0.0
FOREST RIVER,SPARTAN,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,SANIBEL,2015-2022,2,0,0,0,0,0.0
LEXUS,GS 200T,2015-2022,2,0,0,0,0,0.0
HAULMARK,EDGE GOOSENECK,2015-2022,1,0,0,0,0,0.0
DUCATI,SUPERSPORT,2015-2022,19,0,0,0,0,0.0
DUCATI,939SP,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,XL1200T,2015-2022,4,0,0,0,0,0.0
FOREST RIVER,CONTINENTAL,2015-2022,2,0,0,0,0,0.0
VOLKSWAGEN,EGOLF,2015-2022,2,0,0,0,0,0.0
ENTEGRA,ANTHEM,2015-2022,17,0,0,0,0,0.0
4-STAR TRAILER,HORSE GOOSENECK,2015-2022,1,0,0,0,0,0.0
WHITE WATER,RETRO,2015-2022,1,0,0,0,0,0.0
BMW,K 1600 GTL,2015-2022,25,0,0,0,0,0.0
TOYOTA,UNKNOWN,2015-2022,2,0,0,0,0,0.0
LAND ROVER,LR2,2015-2022,6,0,0,0,0,0.0
MAHINDRA,GENZE 2.0,2015-2022,2,0,0,0,0,0.0
LOAD TRAIL,LOAD TRAIL,2015-2022,3,0,0,0,0,0.0
LOGAN COACH,LOGAN COACH,2015-2022,1,0,0,0,0,0.0
TRIUMPH,THRUXTON 1200R,2015-2022,4,0,0,0,0,0.0
JAYCO,ALANTE,2015-2022,17,0,0,0,0,0.0
HEARTLAND,NORTH TRAIL,2015-2022,2,0,0,0,0,0.0
MERCEDES-BENZ,AMG CLA45,2015-2022,12,0,0,0,0,0.0
GULF STREAM,CONQUEST,2015-2022,2,0,0,0,0,0.0
BMW,328XD,2015-2022,2,0,0,0,0,0.0
THOR MOTOR COACH,VEGAS,2015-2022,10,0,0,0,0,0.0
FOREST RIVER,VIBE,2015-2022,20,0,0,0,0,0.0
YAMAHA,BOLT,2015-2022,4,0,0,0,0,0.0
VICTORY,HAMMER,2015-2022,1,0,0,0,0,0.0
CHAMPION,CLASSIC SIDECAR,2015-2022,1,0,0,0,0,0.0
KARAVAN,KHD-2990-72-PR,2015-2022,1,0,0,0,0,0.0
COACHMEN,PURSUIT,2015-2022,3,0,0,0,0,0.0
CAN-AM,SPYDER ST,2015-2022,2,0,0,0,0,0.0
THE RV FACTORY,WEEKEND WARRIOR,2015-2022,2,0,0,0,0,0.0
PACIFIC COACHWORKS,POWERLITE 3213,2015-2022,2,0,0,0,0,0.0
GULF STREAM,VINTAGE CRUISER,2015-2022,3,0,0,0,0,0.0
TRIUMPH,EXPLORER,2015-2022,1,0,0,0,0,0.0
VANLEIGH,VILANO,2015-2022,13,0,0,0,0,0.0
WINNEBAGO,ASPECT,2015-2022,2,0,0,0,0,0.0
VOLKSWAGEN,JETTA TDI,2015-2022,2,0,0,0,0,0.0
JAYCO FIFTH WHEEL,SEISMIC WAVE,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GL63,2015-2022,4,0,0,0,0,0.0
CHANGZHOU NANXIASHU,MT3,2015-2022,1,0,0,0,0,0.0
CRUISER RV,SHADOW CRUISER,2015-2022,5,0,0,0,0,0.0
FOREST RIVER,FR3,2015-2022,14,0,0,0,0,0.0
DUTCHMEN,DENALI,2015-2022,3,0,0,0,0,0.0
DUCATI,HYPERMOTARD,2015-2022,9,0,0,0,0,0.0
CADILLAC,CT6 PLUG-IN HYBRID,2015-2022,12,0,0,0,0,0.0
MERCEDES-BENZ,E250,2015-2022,6,0,0,0,0,0.0
SMART,FORTWO CABRIOLET,2015-2022,2,0,0,0,0,0.0
FREIGHTLINER,XC-M,2015-2022,1,0,0,0,0,0.0
LEXUS,LC500,2015-2022,7,0,0,0,0,0.0
WINNEBAGO,JOURNEY,2015-2022,5,0,0,0,0,0.0
FREIGHTLINER,XC-R,2015-2022,1,0,0,0,0,0.0
INTERSTATE,VICTORY TRAILER,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,SCORPION,2015-2022,1,0,0,0,0,0.0
FLEETWOOD,DISCOVERY,2015-2022,5,0,0,0,0,0.0
JAYCO FIFTH WHEEL,NORTH POINT,2015-2022,23,0,0,0,0,0.0
MOBILITY VENTURES,MV-1,2015-2022,4,0,0,0,0,0.0
MERCEDES-BENZ,SLC 300,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,AMG E43,2015-2022,12,0,0,0,0,0.0
CHEVROLET,ORLANDO,2015-2022,1,0,0,0,0,0.0
BMW,S1000 XR,2015-2022,1,0,0,0,0,0.0
POLARIS,RZR,2015-2022,7,0,0,0,0,0.0
LANCE,TRAVEL TRAILER,2015-2022,11,0,0,0,0,0.0
FOREST RIVER,STEALTH,2015-2022,2,0,0,0,0,0.0
CADILLAC,CTS-V,2015-2022,1,0,0,0,0,0.0
PORSCHE,CAYENNE S E-HYBRID,2015-2022,3,0,0,0,0,0.0
HAULMARK,HAULMARK TRAILER,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,FOUR WINDS SIESTA,2015-2022,2,0,0,0,0,0.0
REDWOOD,FIFTH WHEEL TRAVEL TRAILE,2015-2022,2,0,0,0,0,0.0
DUCATI,DIAVEL,2015-2022,14,0,0,0,0,0.0
KEYSTONE,PASSPORT,2015-2022,5,0,0,0,0,0.0
KEYSTONE,DUTCHMEN,2015-2022,2,0,0,0,0,0.0
TIFFIN,ALLEGRO OPEN ROAD,2015-2022,29,0,0,0,0,0.0
LIVIN LITE,QUICKSILVER,2015-2022,3,0,0,0,0,0.0
APRILIA,CAPONORD RALLY,2015-2022,1,0,0,0,0,0.0
DUCATI,1299 PANIGALE,2015-2022,1,0,0,0,0,0.0
KAUFMAN,WEDGE CAR HAULER,2015-2022,1,0,0,0,0,0.0
